Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,types,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water
Blissey,1.0,0.02702702702702703,0.022222222222222223,0.35326086956521735,0.5476190476190477,0.2857142857142857,2,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Raikou,0.35039370078740156,0.43243243243243246,0.3111111111111111,0.5706521739130435,0.380952380952381,0.6285714285714286,2,True,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entei,0.44881889763779526,0.5945945945945947,0.35555555555555557,0.43478260869565216,0.2619047619047619,0.5428571428571428,2,True,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Suicune,0.38976377952755903,0.3783783783783784,0.4888888888888889,0.43478260869565216,0.45238095238095244,0.45714285714285713,2,True,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Larvitar,0.19291338582677164,0.31891891891891894,0.19999999999999998,0.19021739130434784,0.14285714285714285,0.2057142857142857,2,False,"Rock,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Pupitar,0.27165354330708663,0.42702702702702705,0.2888888888888889,0.29891304347826086,0.23809523809523814,0.26285714285714284,2,False,"Rock,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Tyranitar,0.38976377952755903,0.6972972972972973,0.4666666666666667,0.4619565217391304,0.380952380952381,0.32,2,False,"Rock,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mega Tyranitar,0.38976377952755903,0.8594594594594596,0.6444444444444444,0.4619565217391304,0.4761904761904763,0.3771428571428571,2,False,"Rock,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lugia,0.41338582677165353,0.4594594594594595,0.5555555555555555,0.43478260869565216,0.6380952380952382,0.6,2,True,"Psychic,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ho-oh,0.41338582677165353,0.6756756756756757,0.3777777777777778,0.5434782608695652,0.6380952380952382,0.48571428571428565,2,True,"Fire,Flying",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Celebi,0.38976377952755903,0.5135135135135136,0.4222222222222222,0.48913043478260865,0.380952380952381,0.5428571428571428,2,False,"Psychic,Grass",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Treecko,0.15354330708661418,0.21621621621621623,0.13333333333333333,0.29891304347826086,0.16666666666666669,0.37142857142857144,3,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grovyle,0.19291338582677164,0.32432432432432434,0.17777777777777778,0.4076086956521739,0.2142857142857143,0.5142857142857142,3,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sceptile,0.27165354330708663,0.43243243243243246,0.26666666666666666,0.5163043478260869,0.3095238095238096,0.6571428571428571,3,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mega Sceptile,0.27165354330708663,0.5675675675675675,0.3111111111111111,0.733695652173913,0.3095238095238096,0.8,3,False,"Grass,Dragon",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Torchic,0.1732283464566929,0.2972972972972973,0.15555555555555556,0.3260869565217391,0.14285714285714285,0.22857142857142854,3,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Combusken,0.23228346456692914,0.43243243243243246,0.24444444444444444,0.4076086956521739,0.19047619047619052,0.2857142857142857,3,False,"Fire,Fighting",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Blaziken,0.3110236220472441,0.6216216216216217,0.2888888888888889,0.5434782608695652,0.23809523809523814,0.42857142857142855,3,False,"Fire,Fighting",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mega Blaziken,0.3110236220472441,0.8378378378378379,0.33333333333333337,0.6521739130434783,0.28571428571428575,0.5428571428571428,3,False,"Fire,Fighting",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mudkip,0.19291338582677164,0.35135135135135137,0.19999999999999998,0.21739130434782608,0.14285714285714285,0.19999999999999998,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marshtomp,0.27165354330708663,0.43243243243243246,0.2888888888888889,0.2717391304347826,0.23809523809523814,0.2571428571428571,3,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Swampert,0.38976377952755903,0.5675675675675675,0.3777777777777778,0.4076086956521739,0.33333333333333337,0.3142857142857143,3,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mega Swampert,0.38976377952755903,0.7837837837837838,0.4666666666666667,0.4619565217391304,0.4285714285714286,0.37142857142857144,3,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Poochyena,0.13385826771653545,0.2702702702702703,0.13333333333333333,0.10869565217391305,0.04761904761904763,0.17142857142857143,3,False,Dark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mightyena,0.27165354330708663,0.4594594594594595,0.2888888888888889,0.2717391304347826,0.19047619047619052,0.37142857142857144,3,False,Dark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zigzagoon,0.1456692913385827,0.13513513513513514,0.16,0.10869565217391305,0.10000000000000002,0.3142857142857143,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Linoone,0.3031496062992126,0.35135135135135137,0.2488888888888889,0.21739130434782608,0.19523809523809527,0.5428571428571428,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wurmple,0.1732283464566929,0.21621621621621623,0.13333333333333333,0.05434782608695652,0.04761904761904763,0.08571428571428572,3,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silcoon,0.19291338582677164,0.16216216216216217,0.2222222222222222,0.08152173913043478,0.023809523809523808,0.05714285714285715,3,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautifly,0.23228346456692914,0.35135135135135137,0.19999999999999998,0.48913043478260865,0.14285714285714285,0.34285714285714286,3,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cascoon,0.19291338582677164,0.16216216216216217,0.2222222222222222,0.08152173913043478,0.023809523809523808,0.05714285714285715,3,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustox,0.23228346456692914,0.24324324324324326,0.2888888888888889,0.21739130434782608,0.33333333333333337,0.34285714285714286,3,False,"Bug,Poison",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lotad,0.15354330708661418,0.13513513513513514,0.1111111111111111,0.16304347826086957,0.14285714285714285,0.14285714285714285,3,False,"Water,Grass",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Lombre,0.23228346456692914,0.24324324324324326,0.19999999999999998,0.2717391304347826,0.23809523809523814,0.2571428571428571,3,False,"Water,Grass",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ludicolo,0.3110236220472441,0.35135135135135137,0.2888888888888889,0.43478260869565216,0.380952380952381,0.37142857142857144,3,False,"Water,Grass",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Seedot,0.15354330708661418,0.1891891891891892,0.19999999999999998,0.10869565217391305,0.04761904761904763,0.14285714285714285,3,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nuzleaf,0.27165354330708663,0.35135135135135137,0.15555555555555556,0.2717391304347826,0.09523809523809525,0.3142857142857143,3,False,"Grass,Dark",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shiftry,0.35039370078740156,0.5135135135135136,0.24444444444444444,0.43478260869565216,0.19047619047619052,0.42857142857142855,3,False,"Grass,Dark",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Taillow,0.15354330708661418,0.2702702702702703,0.1111111111111111,0.10869565217391305,0.04761904761904763,0.45714285714285713,3,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Swellow,0.23228346456692914,0.43243243243243246,0.24444444444444444,0.21739130434782608,0.14285714285714285,0.6857142857142857,3,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Wingull,0.15354330708661418,0.13513513513513514,0.1111111111111111,0.24456521739130435,0.04761904761904763,0.45714285714285713,3,False,"Water,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pelipper,0.23228346456692914,0.24324324324324326,0.4222222222222222,0.4076086956521739,0.23809523809523814,0.34285714285714286,3,False,"Water,Flying",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ralts,0.1062992125984252,0.10810810810810811,0.08888888888888888,0.19021739130434784,0.07142857142857144,0.19999999999999998,3,False,"Psychic,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kirlia,0.1456692913385827,0.16216216216216217,0.13333333333333333,0.29891304347826086,0.16666666666666669,0.2571428571428571,3,False,"Psychic,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gardevoir,0.2637795275590551,0.32432432432432434,0.26666666666666666,0.625,0.45238095238095244,0.42857142857142855,3,False,"Psychic,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mega Gardevoir,0.2637795275590551,0.43243243243243246,0.26666666666666666,0.842391304347826,0.5476190476190477,0.5428571428571428,3,False,"Psychic,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Surskit,0.15354330708661418,0.13513513513513514,0.12,0.21739130434782608,0.1523809523809524,0.34285714285714286,3,False,"Bug,Water",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Masquerain,0.27165354330708663,0.2972972972972973,0.25333333333333335,0.3804347826086956,0.2952380952380953,0.3142857142857143,3,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shroomish,0.23228346456692914,0.1891891891891892,0.24444444444444444,0.16304347826086957,0.19047619047619052,0.17142857142857143,3,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Breloom,0.23228346456692914,0.6756756756756757,0.33333333333333337,0.2717391304347826,0.19047619047619052,0.37142857142857144,3,False,"Grass,Fighting",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Slakoth,0.23228346456692914,0.2972972972972973,0.24444444444444444,0.1358695652173913,0.07142857142857144,0.14285714285714285,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vigoroth,0.3110236220472441,0.40540540540540543,0.33333333333333337,0.24456521739130435,0.16666666666666669,0.48571428571428565,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slaking,0.5866141732283464,0.8378378378378379,0.4222222222222222,0.4619565217391304,0.2142857142857143,0.5428571428571428,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nincada,0.11811023622047245,0.21621621621621623,0.3777777777777778,0.10869565217391305,0.04761904761904763,0.19999999999999998,3,False,"Bug,Ground",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ninjask,0.23622047244094488,0.4594594594594595,0.17777777777777778,0.21739130434782608,0.14285714285714285,0.8857142857142857,3,False,"Bug,Flying",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shedinja,0.0,0.4594594594594595,0.17777777777777778,0.10869565217391305,0.04761904761904763,0.19999999999999998,3,False,"Bug,Ghost",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Whismur,0.24803149606299213,0.24864864864864866,0.08,0.22282608695652176,0.01428571428571429,0.13142857142857142,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Loudred,0.32677165354330706,0.3567567567567568,0.1688888888888889,0.33152173913043476,0.10952380952380954,0.24571428571428572,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Exploud,0.40551181102362205,0.4648648648648649,0.25777777777777783,0.4402173913043478,0.25238095238095243,0.36,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Makuhita,0.2795275590551181,0.2972972972972973,0.1111111111111111,0.05434782608695652,0.04761904761904763,0.11428571428571428,3,False,Fighting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hariyama,0.562992125984252,0.6216216216216217,0.24444444444444444,0.16304347826086957,0.19047619047619052,0.2571428571428571,3,False,Fighting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Azurill,0.19291338582677164,0.08108108108108109,0.15555555555555556,0.05434782608695652,0.09523809523809525,0.08571428571428572,3,False,"Normal,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Nosepass,0.11417322834645668,0.21621621621621623,0.5777777777777777,0.19021739130434784,0.33333333333333337,0.14285714285714285,3,False,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Skitty,0.19291338582677164,0.21621621621621623,0.17777777777777778,0.1358695652173913,0.07142857142857144,0.2571428571428571,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Delcatty,0.27165354330708663,0.32432432432432434,0.26666666666666666,0.24456521739130435,0.16666666666666669,0.37142857142857144,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sableye,0.19291338582677164,0.3783783783783784,0.3111111111111111,0.29891304347826086,0.2142857142857143,0.2571428571428571,3,False,"Dark,Ghost",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mega Sableye,0.19291338582677164,0.43243243243243246,0.5333333333333333,0.4076086956521739,0.45238095238095244,0.08571428571428572,3,False,"Dark,Ghost",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mawile,0.19291338582677164,0.43243243243243246,0.35555555555555557,0.24456521739130435,0.16666666666666669,0.2571428571428571,3,False,"Steel,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mega Mawile,0.19291338582677164,0.5405405405405406,0.5333333333333333,0.24456521739130435,0.3571428571428572,0.2571428571428571,3,False,"Steel,Fairy",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Aron,0.19291338582677164,0.35135135135135137,0.4222222222222222,0.16304347826086957,0.09523809523809525,0.14285714285714285,3,False,"Steel,Rock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Lairon,0.23228346456692914,0.4594594594594595,0.6,0.21739130434782608,0.14285714285714285,0.19999999999999998,3,False,"Steel,Rock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Aggron,0.27165354330708663,0.5675675675675675,0.7777777777777778,0.2717391304347826,0.19047619047619052,0.2571428571428571,3,False,"Steel,Rock",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Mega Aggron,0.27165354330708663,0.7297297297297298,0.9999999999999999,0.2717391304347826,0.28571428571428575,0.2571428571428571,3,False,Steel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meditite,0.11417322834645668,0.1891891891891892,0.2222222222222222,0.16304347826086957,0.16666666666666669,0.3142857142857143,3,False,"Fighting,Psychic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Medicham,0.23228346456692914,0.2972972972972973,0.3111111111111111,0.2717391304347826,0.2619047619047619,0.42857142857142855,3,False,"Fighting,Psychic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Mega Medicham,0.23228346456692914,0.5135135135135136,0.35555555555555557,0.3804347826086956,0.3095238095238096,0.5428571428571428,3,False,"Fighting,Psychic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Electrike,0.15354330708661418,0.21621621621621623,0.15555555555555556,0.29891304347826086,0.09523809523809525,0.34285714285714286,3,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manectric,0.27165354330708663,0.3783783783783784,0.24444444444444444,0.5163043478260869,0.19047619047619052,0.5714285714285714,3,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Manectric,0.27165354330708663,0.3783783783783784,0.33333333333333337,0.6793478260869564,0.28571428571428575,0.7428571428571429,3,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plusle,0.23228346456692914,0.24324324324324326,0.15555555555555556,0.4076086956521739,0.2619047619047619,0.5142857142857142,3,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minun,0.23228346456692914,0.1891891891891892,0.19999999999999998,0.35326086956521735,0.3095238095238096,0.5142857142857142,3,False,Electric,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volbeat,0.25196850393700787,0.3675675675675676,0.2222222222222222,0.2010869565217391,0.2619047619047619,0.45714285714285713,3,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illumise,0.25196850393700787,0.22702702702702704,0.2222222222222222,0.34239130434782605,0.2619047619047619,0.45714285714285713,3,False,Bug,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roselia,0.19291338582677164,0.2972972972972973,0.17777777777777778,0.48913043478260865,0.28571428571428575,0.34285714285714286,3,False,"Grass,Poison",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Gulpin,0.27165354330708663,0.20540540540540542,0.21333333333333332,0.1793478260869565,0.1571428571428572,0.19999999999999998,3,False,Poison,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swalot,0.38976377952755903,0.3675675675675676,0.3466666666666667,0.34239130434782605,0.30000000000000004,0.2857142857142857,3,False,Poison,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Carvanha,0.1732283464566929,0.4594594594594595,0.06666666666666667,0.29891304347826086,0.0,0.34285714285714286,3,False,"Water,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sharpedo,0.27165354330708663,0.6216216216216217,0.15555555555555556,0.4619565217391304,0.09523809523809525,0.5142857142857142,3,False,"Water,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mega Sharpedo,0.27165354330708663,0.7297297297297298,0.2888888888888889,0.5434782608695652,0.2142857142857143,0.5714285714285714,3,False,"Water,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wailmer,0.5078740157480315,0.35135135135135137,0.13333333333333333,0.3260869565217391,0.07142857142857144,0.3142857142857143,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wailord,0.6653543307086615,0.4594594594594595,0.17777777777777778,0.43478260869565216,0.11904761904761905,0.3142857142857143,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Numel,0.23228346456692914,0.2972972972972973,0.15555555555555556,0.29891304347826086,0.11904761904761905,0.17142857142857143,3,False,"Fire,Ground",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Camerupt,0.27165354330708663,0.5135135135135136,0.2888888888888889,0.5163043478260869,0.2619047619047619,0.19999999999999998,3,False,"Fire,Ground",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Mega Camerupt,0.27165354330708663,0.6216216216216217,0.4222222222222222,0.733695652173913,0.40476190476190477,0.08571428571428572,3,False,"Fire,Ground",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Torkoal,0.27165354330708663,0.43243243243243246,0.6,0.4076086956521739,0.23809523809523814,0.08571428571428572,3,False,Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spoink,0.23228346456692914,0.10810810810810811,0.13333333333333333,0.3260869565217391,0.28571428571428575,0.3142857142857143,3,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Grumpig,0.3110236220472441,0.21621621621621623,0.26666666666666666,0.43478260869565216,0.4285714285714286,0.42857142857142855,3,False,Psychic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Spinda,0.23228346456692914,0.2972972972972973,0.24444444444444444,0.2717391304347826,0.19047619047619052,0.3142857142857143,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trapinch,0.1732283464566929,0.5135135135135136,0.17777777777777778,0.19021739130434784,0.11904761904761905,0.02857142857142857,3,False,Ground,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vibrava,0.19291338582677164,0.35135135135135137,0.19999999999999998,0.21739130434782608,0.14285714285714285,0.37142857142857144,3,False,"Ground,Dragon",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Flygon,0.3110236220472441,0.5135135135135136,0.33333333333333337,0.3804347826086956,0.28571428571428575,0.5428571428571428,3,False,"Ground,Dragon",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cacnea,0.19291338582677164,0.43243243243243246,0.15555555555555556,0.4076086956521739,0.09523809523809525,0.17142857142857143,3,False,Grass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cacturne,0.27165354330708663,0.5945945945945947,0.24444444444444444,0.5706521739130435,0.19047619047619052,0.2857142857142857,3,False,"Grass,Dark",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swablu,0.1732283464566929,0.1891891891891892,0.24444444444444444,0.16304347826086957,0.2619047619047619,0.2571428571428571,3,False,"Normal,Flying",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Altaria,0.29133858267716534,0.35135135135135137,0.3777777777777778,0.3260869565217391,0.40476190476190477,0.42857142857142855,3,False,"Dragon,Flying",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mega Altaria,0.29133858267716534,0.5675675675675675,0.4666666666666667,0.5434782608695652,0.40476190476190477,0.42857142857142855,3,False,"Dragon,Fairy",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zangoose,0.28346456692913385,0.5945945945945947,0.24444444444444444,0.2717391304347826,0.19047619047619052,0.48571428571428565,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Seviper,0.28346456692913385,0.5135135135135136,0.24444444444444444,0.48913043478260865,0.19047619047619052,0.34285714285714286,3,False,Poison,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lunatone,0.27165354330708663,0.2702702702702703,0.26666666666666666,0.4619565217391304,0.3095238095238096,0.37142857142857144,3,False,"Rock,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Solrock,0.27165354330708663,0.48648648648648657,0.35555555555555557,0.24456521739130435,0.2142857142857143,0.37142857142857144,3,False,"Rock,Psychic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Barboach,0.19291338582677164,0.23243243243243245,0.1688888888888889,0.1956521739130435,0.10000000000000002,0.3142857142857143,3,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Whiscash,0.42913385826771655,0.3945945945945946,0.3022222222222222,0.358695652173913,0.24285714285714288,0.3142857142857143,3,False,"Water,Ground",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Corphish,0.16535433070866143,0.40540540540540543,0.26666666666666666,0.21739130434782608,0.07142857142857144,0.17142857142857143,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crawdaunt,0.2440944881889764,0.6216216216216217,0.35555555555555557,0.43478260869565216,0.16666666666666669,0.2857142857142857,3,False,"Water,Dark",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Baltoy,0.15354330708661418,0.1891891891891892,0.2222222222222222,0.16304347826086957,0.23809523809523814,0.2857142857142857,3,False,"Ground,Psychic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Claydol,0.23228346456692914,0.35135135135135137,0.4444444444444445,0.3260869565217391,0.4761904761904763,0.39999999999999997,3,False,"Ground,Psychic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Lileep,0.2559055118110236,0.1945945945945946,0.32,0.2771739130434782,0.3190476190476191,0.10285714285714286,3,False,"Rock,Grass",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cradily,0.3346456692913386,0.41081081081081083,0.4088888888888889,0.3858695652173913,0.41428571428571437,0.21714285714285714,3,False,"Rock,Grass",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Anorith,0.1732283464566929,0.48648648648648657,0.19999999999999998,0.16304347826086957,0.14285714285714285,0.39999999999999997,3,False,"Rock,Bug",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Armaldo,0.29133858267716534,0.6486486486486487,0.4222222222222222,0.3260869565217391,0.28571428571428575,0.22857142857142854,3,False,"Rock,Bug",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Feebas,0.07480314960629922,0.05405405405405406,0.06666666666666667,0.0,0.16666666666666669,0.42857142857142855,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Milotic,0.3700787401574803,0.2972972972972973,0.3288888888888889,0.48913043478260865,0.5000000000000001,0.4342857142857143,3,False,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Castform,0.27165354330708663,0.35135135135135137,0.2888888888888889,0.3260869565217391,0.23809523809523814,0.37142857142857144,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kecleon,0.23228346456692914,0.4594594594594595,0.2888888888888889,0.2717391304347826,0.4761904761904763,0.19999999999999998,3,False,Normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shuppet,0.16929133858267717,0.3783783783783784,0.13333333333333333,0.2880434782608695,0.06190476190476192,0.22857142857142854,3,False,Ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Banette,0.24803149606299213,0.5945945945945947,0.26666666666666666,0.3967391304347826,0.2047619047619048,0.34285714285714286,3,False,Ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mega Banette,0.24803149606299213,0.8648648648648649,0.3111111111111111,0.45108695652173914,0.30000000000000004,0.39999999999999997,3,False,Ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Duskull,0.07480314960629922,0.1891891891891892,0.3777777777777778,0.10869565217391305,0.33333333333333337,0.11428571428571428,3,False,Ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dusclops,0.15354330708661418,0.35135135135135137,0.5555555555555555,0.2717391304347826,0.5238095238095238,0.11428571428571428,3,False,Ghost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tropius,0.3858267716535433,0.34054054054054056,0.3466666666666667,0.3369565217391304,0.3190476190476191,0.26285714285714284,3,False,"Grass,Flying",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
